"","carat","length","width","depth","cut","color","clarity","fdepth","table"
"385",0.9,6.16,6.12,3.87,"Premium","D","SI2",63,58
"386",1.01,6.37,6.26,4.1,"Fair","F","SI2",64.8,55
"387",0.72,5.74,5.79,3.54,"Ideal","G","VS1",61.5,57
"388",0.71,5.76,5.78,3.53,"Ideal","F","VS1",61.3,56
"389",0.9,6.09,6.05,3.82,"Premium","I","VS1",62.9,60
"390",0.73,5.77,5.82,3.57,"Ideal","G","VVS1",61.6,56
"391",0.72,5.72,5.77,3.55,"Ideal","F","VS1",61.8,56
"392",0.54,5.25,5.27,3.22,"Ideal","D","VVS1",61.2,57
"393",0.56,5.32,5.28,3.28,"Ideal","D","VVS1",61.9,56
"394",1.01,6.4,6.44,3.96,"Premium","J","SI2",61.7,58
"395",1.01,6.48,6.44,3.98,"Ideal","H","SI2",61.6,56
"396",0.7,5.71,5.76,3.53,"Premium","F","VVS1",61.6,59
"397",1.01,6.36,6.31,4,"Very Good","G","SI2",63.1,55
"398",0.9,6.06,6.03,3.96,"Fair","E","SI1",65.5,59
"399",1,6.26,6.21,4.08,"Fair","H","SI1",65.5,57
"400",0.81,5.92,5.97,3.68,"Ideal","H","SI1",61.9,56
"401",0.53,5.27,5.21,3.22,"Ideal","D","IF",61.5,54
"402",0.9,6.12,6.16,3.83,"Very Good","F","SI2",62.4,59
"403",0.9,6.24,6.28,3.83,"Ideal","G","SI2",61.2,57
"404",0.9,6.1,6.15,3.87,"Very Good","E","SI2",63.2,59
"405",1.24,6.91,6.86,4.21,"Premium","E","I1",61.1,62
"406",0.24,4.06,4.1,2.44,"Very Good","E","SI1",59.9,58
"407",0.32,4.37,4.34,2.79,"Good","D","SI2",64.1,54
"408",0.31,4.36,4.38,2.71,"Ideal","D","SI1",62,55
"409",0.91,6.27,6.32,3.78,"Very Good","G","SI2",60,57
"410",0.9,6.1,6.14,3.69,"Good","D","SI2",60.3,64
"411",1.01,6.47,6.43,3.86,"Premium","J","VS2",59.8,61
"412",0.91,6.03,6.09,3.87,"Good","E","SI2",63.9,61
"413",0.91,6.04,6.09,3.87,"Good","F","SI2",63.8,59
"414",0.7,5.83,5.87,3.42,"Very Good","G","IF",58.5,60
"415",1.13,6.63,6.58,4.14,"Premium","H","I1",62.7,59
"416",0.91,6.24,6.21,3.8,"Premium","F","SI2",61,51
"417",0.72,5.81,5.86,3.5,"Very Good","E","VS2",60,57
"418",0.72,5.8,5.73,3.55,"Ideal","D","VS1",61.6,56
"419",0.83,6.14,6.12,3.66,"Premium","D","SI1",59.7,59
"420",0.7,5.69,5.73,3.42,"Good","D","VS2",59.9,59
"421",1.01,6.44,6.4,3.96,"Premium","J","SI2",61.7,58
"422",0.87,6.19,6.23,3.75,"Ideal","E","SI2",60.4,58
"423",1,6.24,6.29,4.01,"Good","D","SI2",64,59
"424",0.91,6.33,6.4,3.71,"Very Good","D","SI2",58.3,60
"425",0.71,5.77,5.82,3.5,"Ideal","D","VS1",60.4,60
"426",0.78,6.02,6.07,3.59,"Good","E","SI1",59.4,62
"427",1,6.27,6.21,4.01,"Good","J","VS2",64.3,59
"428",0.71,5.75,5.77,3.54,"Ideal","D","VS1",61.5,58
"429",1,6.45,6.4,3.94,"Premium","H","SI2",61.3,57
"430",0.9,6.24,6.27,3.85,"Ideal","J","VS1",61.6,55
"431",1.08,6.51,6.46,4.09,"Very Good","F","SI2",63.1,59
"432",0.93,6.35,6.28,3.84,"Premium","G","SI2",60.8,59
"433",0.84,6.04,6.07,3.74,"Very Good","G","VS2",61.8,57
"434",1.01,6.49,6.53,3.94,"Ideal","J","SI1",60.5,56
"435",0.81,5.97,5.99,3.71,"Ideal","E","VS2",62,55
"436",1.09,6.66,6.59,4.06,"Premium","G","SI2",61.3,60
"437",1.01,6.58,6.53,3.8,"Premium","D","SI2",58,60
"438",1.11,6.7,6.64,4.03,"Premium","H","SI2",60.4,59
"439",0.31,4.35,4.36,2.66,"Very Good","D","SI1",61.1,57
"440",0.31,4.31,4.34,2.72,"Very Good","D","SI1",62.9,56
"441",0.31,4.36,4.38,2.67,"Ideal","D","SI1",61.1,56
"442",0.91,6.14,6.09,3.89,"Good","G","SI2",63.6,56
"443",0.7,5.7,5.74,3.53,"Ideal","E","VS2",61.7,55
"444",0.9,6.1,6.16,3.91,"Very Good","G","SI1",63.8,53
"445",1,6.46,6.52,3.86,"Good","J","SI1",59.5,61
"446",0.91,6.23,6.21,3.82,"Premium","F","SI2",61.4,60
"447",1.01,6.55,6.52,3.93,"Premium","H","SI2",60.1,58
"448",0.8,5.95,5.97,3.71,"Ideal","E","SI1",62.3,54
"449",0.75,5.82,5.85,3.6,"Ideal","D","VS2",61.7,55
"450",0.9,6,5.96,3.86,"Good","H","SI2",64.5,58
"451",0.9,6.23,6.16,3.72,"Premium","H","VS2",60,59
"452",1.02,6.58,6.55,3.91,"Good","F","SI2",59.6,64
"453",1,6.44,6.4,3.86,"Premium","G","SI1",60.1,61
"454",1.02,6.41,6.48,4.01,"Good","J","SI2",62.2,61
"455",1,6.52,6.41,3.85,"Premium","H","SI2",59.6,62
"456",0.91,6.16,6.21,3.88,"Ideal","F","SI2",62.7,57
"457",0.93,6.29,6.34,3.84,"Very Good","G","SI2",60.8,62
"458",0.76,5.87,5.9,3.64,"Ideal","H","VVS1",61.9,54
"459",0.93,6.22,6.26,3.93,"Very Good","J","VS1",63,53
"460",0.77,5.91,5.95,3.61,"Ideal","F","VS1",60.9,58
"461",1.01,6.38,6.34,3.94,"Premium","J","SI2",61.9,59
"462",0.9,6.17,6.23,3.8,"Premium","E","SI2",61.3,60
"463",0.91,6.18,6.22,3.86,"Ideal","G","SI2",62.3,56
"464",0.73,5.79,5.82,3.56,"Ideal","G","VVS1",61.3,56
"465",0.9,6.25,6.29,3.62,"Good","G","SI1",57.7,65
"466",0.9,6.08,6.05,3.87,"Good","G","SI1",63.8,59
"467",1.13,6.77,6.71,4.12,"Ideal","H","I1",61.1,56
"468",0.76,5.83,5.87,3.62,"Ideal","G","VVS1",62,54.7
"469",0.73,5.77,5.8,3.6,"Ideal","D","VS2",62.3,54
"470",1.03,6.5,6.4,4.03,"Premium","D","SI2",62.3,58
"471",0.9,6.22,6.16,3.81,"Ideal","I","VS1",61.6,56
"472",0.31,4.3,4.32,2.68,"Very Good","I","VVS1",62.2,60
"473",0.37,4.65,4.68,2.84,"Ideal","F","SI2",60.9,56
"474",0.34,4.48,4.51,2.77,"Ideal","G","VS2",61.6,56
"475",0.92,6.19,6.11,3.8,"Premium","E","SI2",61.8,59
"476",1,6.42,6.35,3.96,"Premium","J","VS2",62,62
"477",0.9,6.07,6.03,3.85,"Good","D","SI1",63.6,63
"478",0.96,6.47,6.42,3.83,"Premium","H","SI2",59.4,56
"479",0.97,6.37,6.32,3.91,"Ideal","H","SI2",61.6,55
"480",1,6.47,6.44,3.72,"Good","E","SI1",57.6,65
"481",0.9,5.98,6.01,3.88,"Fair","H","VS2",64.7,58
"482",1.02,6.57,6.54,3.88,"Premium","H","SI2",59.2,59
"483",0.9,6.23,6.2,3.76,"Premium","F","SI2",60.5,57
"484",0.85,6.01,6.08,3.76,"Very Good","F","VS2",62.2,56
"485",1.01,6.61,6.66,3.95,"Very Good","F","SI2",59.5,57
"486",0.71,5.75,5.78,3.54,"Ideal","F","VS1",61.4,56
"487",1,6.34,6.41,3.93,"Premium","I","SI2",61.6,59
"488",1.02,6.51,6.45,3.97,"Premium","H","SI2",61.3,57
"489",0.79,5.94,6.04,3.69,"Ideal","E","SI1",61.6,55
"490",0.71,5.9,5.85,3.48,"Premium","D","VS1",59.2,59
"491",0.9,6.07,6.19,3.77,"Ideal","G","SI2",61.5,57
"492",0.9,6.14,6.2,3.8,"Very Good","F","SI1",61.6,56
"493",1.21,6.67,6.72,4.24,"Good","E","I1",63.3,63
"494",0.9,6.23,6.28,3.79,"Very Good","I","SI1",60.6,56
"495",1.01,6.55,6.5,3.89,"Premium","H","SI2",59.6,60
"496",0.9,6.17,6.26,3.79,"Good","F","SI1",61,62
"497",0.9,6.02,6.07,3.85,"Good","I","IF",63.7,64
"498",1.51,7.09,7,4.78,"Fair","F","I1",67.8,59
"499",0.7,5.69,5.73,3.48,"Ideal","D","VVS2",60.9,59
"500",1.06,6.59,6.52,4.02,"Premium","J","SI2",61.3,60
"501",0.87,6.3,6.26,3.69,"Premium","D","SI1",58.8,56
"502",1.02,6.38,6.42,4.05,"Very Good","J","SI2",63.3,56
"503",0.91,6.58,6.41,3.77,"Premium","F","SI2",58.2,61
"504",1.01,6.34,6.4,3.93,"Premium","I","SI2",61.7,60
"505",0.3,4.3,4.36,2.62,"Ideal","F","VS2",60.5,58
"506",0.31,4.33,4.32,2.75,"Good","H","SI1",63.6,57
"507",0.34,4.48,4.46,2.83,"Very Good","F","SI2",63.3,54
"508",0.77,5.91,5.94,3.66,"Ideal","F","VS1",61.9,54
"509",0.91,6.22,6.18,3.86,"Ideal","I","VS2",62.2,56
"510",1.02,6.47,6.4,4.02,"Premium","F","SI2",62.5,58
"511",1.01,6.42,6.46,3.83,"Good","J","SI2",59.5,62
"512",0.72,5.77,5.81,3.53,"Ideal","F","VS1",61,55
"513",0.91,6.14,6.18,3.86,"Very Good","H","SI1",62.7,56
"514",1,6.33,6.27,4.07,"Fair","E","SI2",64.6,54
"515",1,6.4,6.32,4.02,"Very Good","E","SI2",63.2,56
"516",0.76,5.94,5.85,3.57,"Premium","E","VVS2",60.6,59
"517",0.9,6.14,6.16,3.81,"Very Good","F","SI2",62,61
"518",0.91,6.13,6.18,3.85,"Ideal","E","SI2",62.6,57
"519",0.91,6.16,6.19,3.86,"Ideal","E","SI2",62.5,56
"520",1.07,6.61,6.57,4.01,"Ideal","J","SI1",60.8,56
"521",0.9,6.08,6.13,3.74,"Very Good","F","SI1",61.3,58
"522",0.9,6.21,6.17,3.7,"Premium","D","SI2",59.8,61
"523",1.2,6.85,6.79,4.21,"Premium","J","SI2",61.7,57
"524",0.77,5.89,5.91,3.64,"Ideal","G","VS2",61.7,55
"525",0.92,6.26,6.21,3.87,"Premium","F","SI2",62.1,59
"526",1,6.49,6.44,3.9,"Premium","J","VS2",60.3,58
"527",1.19,6.83,6.93,4.15,"Ideal","H","I1",60.3,57
"528",0.91,6.06,6.09,3.89,"Good","D","SI1",64,58
"529",0.82,6.01,6.05,3.71,"Ideal","F","VS2",61.5,57
"530",0.91,6.2,6.24,3.87,"Ideal","E","SI2",62.2,57
"531",1.01,6.5,6.45,3.99,"Ideal","J","SI2",61.6,55
"532",0.85,6.14,6.09,3.68,"Premium","E","VS2",60.2,60
"533",0.9,6.14,6.18,3.76,"Very Good","D","SI2",61,59
"534",0.96,6.47,6.4,3.9,"Premium","I","VS2",60.6,60
"535",0.78,5.89,5.91,3.65,"Ideal","D","VS2",61.9,56
"536",0.93,6.21,6.15,3.94,"Good","D","SI1",63.8,59
"537",0.9,6.04,6.08,3.88,"Good","G","SI1",64.1,59.4
"538",0.3,4.24,4.21,2.67,"Very Good","D","SI2",63.2,57
"539",0.34,4.58,4.57,2.71,"Premium","I","SI1",59.2,61
"540",0.3,4.34,4.31,2.64,"Premium","G","SI1",61,57
"541",1.01,6.4,6.35,4.01,"Ideal","J","SI1",62.9,56
"542",0.9,6.14,6.17,3.86,"Ideal","I","VS2",62.6,54.3
"543",0.91,6.21,6.15,3.86,"Premium","F","SI2",62.5,56
"544",0.91,6.31,6.34,3.81,"Ideal","J","VVS2",60.2,57
"545",0.77,5.84,5.78,3.65,"Very Good","G","VVS2",62.8,58
"546",0.95,6.35,6.27,3.77,"Premium","G","SI2",59.7,61
"547",1,6.02,5.94,4.08,"Fair","G","SI1",68.2,60
"548",1.01,6.33,6.24,4.1,"Fair","F","SI2",65.2,57
"549",0.81,5.9,5.95,3.72,"Very Good","E","VS2",62.8,57
"550",0.9,6.32,6.28,3.77,"Very Good","G","SI2",59.8,61
"551",0.93,6.32,6.29,3.91,"Ideal","H","SI1",62,55
"552",1.06,6.59,6.55,4.04,"Premium","I","SI2",61.5,58
"553",1,6.38,6.42,3.92,"Premium","H","SI2",61.2,59
"554",0.91,6.29,6.25,3.74,"Premium","H","VS2",59.6,60
"555",0.73,5.72,5.75,3.57,"Very Good","D","VS1",62.2,56
"556",1.02,6.57,6.54,3.98,"Ideal","I","SI2",60.7,57
"557",1,6.36,6.32,3.91,"Premium","F","SI2",61.7,58
"558",1.08,6.43,6.39,4.16,"Fair","E","SI2",64.9,60
"559",1,6.31,6.27,3.84,"Premium","H","SI2",61,61
"560",1.17,7.02,6.95,4.01,"Good","D","SI2",57.4,59
"561",1.2,6.78,6.71,4.2,"Premium","E","I1",62.3,60
"562",0.9,6.31,6.35,3.76,"Very Good","E","SI2",59.4,58
"563",0.9,6.01,5.98,3.91,"Fair","E","VS2",65.2,61
"564",0.9,6.05,6.14,3.84,"Very Good","H","VS2",63,61
"565",0.74,5.85,5.82,3.59,"Ideal","F","VVS2",61.5,55
"566",0.82,5.99,6.03,3.72,"Ideal","G","VS1",61.9,54
"567",1,6.47,6.43,3.93,"Ideal","I","SI2",60.9,57
"568",0.91,6.16,6.21,3.87,"Ideal","G","SI1",62.6,57
"569",1.01,6.31,6.37,3.96,"Good","F","SI2",62.5,59
"570",1.01,6.38,6.44,3.98,"Very Good","I","SI1",62.1,58
"571",0.3,4.29,4.26,2.71,"Very Good","D","SI2",63.4,56
"572",0.25,4.02,4.05,2.46,"Very Good","F","VVS2",61,58
"573",0.25,4.03,4.11,2.48,"Very Good","E","VVS2",60.9,59
"574",0.9,6.18,6.22,3.77,"Very Good","H","VS2",60.8,58
"575",0.9,6.23,6.3,3.83,"Very Good","F","SI1",61.1,56
"576",1.01,6.24,6.31,4.05,"Good","G","SI2",64.5,61
"577",1.01,6.47,6.41,3.86,"Premium","F","SI2",60,59
"578",1.13,6.68,6.63,4.16,"Premium","E","SI2",62.5,57
"579",1.29,7.18,7.12,4.19,"Premium","E","I1",58.6,60
"580",1.02,6.56,6.51,3.97,"Premium","G","SI2",60.7,56
"581",0.95,6.45,6.41,3.79,"Premium","E","SI2",58.9,61
"582",0.77,5.94,6.01,3.61,"Very Good","E","VS2",60.4,58
"583",1.04,6.52,6.45,3.99,"Premium","E","SI2",61.6,58
"584",0.77,5.89,5.92,3.58,"Very Good","F","VVS2",60.6,60
"585",0.9,6.11,6.07,3.9,"Good","H","VS2",64,58
"586",1,6.33,6.29,4,"Very Good","H","SI2",63.4,61
"587",1.03,6.45,6.5,4.01,"Ideal","J","SI1",61.9,56
"588",0.91,6.1,6.12,3.89,"Very Good","H","VS2",63.7,57
"589",1.01,6.17,6.19,4.06,"Good","H","SI2",65.7,60
"590",0.9,6.09,6.03,3.92,"Fair","F","VS2",64.7,54
"591",1.01,6.28,6.34,4.04,"Good","D","SI2",64,59
"592",0.91,6.19,6.23,3.81,"Very Good","F","SI1",61.4,58
"593",1.02,6.49,6.57,3.8,"Good","H","SI2",58.2,60
"594",1.28,7.11,7.04,4.2,"Premium","I","SI1",59.4,61
"595",0.9,6.15,6.18,3.86,"Good","E","SI1",62.6,62
"596",0.9,6.06,6.09,3.87,"Good","E","VS2",63.7,58
"597",0.9,6.16,6.2,3.87,"Very Good","F","SI1",62.6,57
"598",0.9,6.09,6.12,3.87,"Very Good","F","SI1",63.4,58
"599",1.05,6.61,6.55,4.01,"Premium","E","SI2",60.9,61
"600",0.91,6.17,6.21,3.86,"Ideal","I","VS1",62.4,57
"601",1.01,6.45,6.38,3.89,"Premium","H","SI2",60.6,61
"602",0.75,5.79,5.84,3.63,"Ideal","D","VS1",62.4,56
"603",1,6.02,5.93,4.08,"Fair","G","SI1",68.3,61
"604",0.25,4.1,4.14,2.47,"Very Good","E","VVS1",60,56
"605",0.32,4.36,4.39,2.71,"Very Good","G","VS2",61.9,56
"606",0.32,4.39,4.38,2.74,"Ideal","I","VS2",62.5,55
"607",1,6.24,6.21,4.14,"Fair","D","SI2",66.5,59
"608",0.92,6.16,6.12,3.9,"Very Good","F","SI1",63.5,58
"609",1.01,6.23,6.31,3.98,"Good","H","SI2",63.5,60
"610",1.03,6.59,6.53,3.95,"Premium","F","SI2",60.2,55
"611",0.91,6.18,6.15,3.87,"Premium","G","SI1",62.8,58
"612",1.11,6.63,6.61,4.1,"Premium","I","SI1",61.9,58
"613",1.01,6.57,6.61,3.89,"Ideal","J","SI2",59,59
"614",1.21,6.93,6.88,4.19,"Premium","J","SI2",60.8,58
"615",0.93,6.19,6.27,3.91,"Ideal","H","SI1",62.8,56
"616",0.7,5.67,5.72,3.55,"Ideal","E","VVS2",62.3,53.7
"617",1,6.3,6.33,4.05,"Very Good","H","SI2",64.1,54
"618",0.9,6.18,6.17,3.64,"Fair","F","VS2",58.9,67
"619",0.74,5.78,5.72,3.65,"Very Good","E","VVS1",63.5,58
"620",1.01,6.44,6.47,3.97,"Ideal","J","SI2",61.4,56
"621",0.91,6.3,6.41,3.76,"Very Good","H","SI1",59.2,60
"622",0.7,5.72,5.75,3.51,"Ideal","E","VS1",61.2,56
"623",1.01,6.42,6.46,3.91,"Very Good","F","SI2",60.7,57
"624",1.01,6.31,6.28,4.04,"Fair","G","SI1",64.2,59
"625",0.9,6.19,6.09,3.86,"Premium","D","SI2",62.9,56
"626",0.83,6.01,6.06,3.73,"Ideal","F","SI1",61.8,55
"627",0.9,6.21,6.23,3.85,"Ideal","I","VVS2",61.9,55
"628",1.04,6.41,6.38,4.01,"Premium","F","SI2",62.8,60
"629",1.01,6.31,6.23,4,"Good","I","VS1",63.8,57
"630",1.07,6.61,6.65,4.05,"Ideal","G","SI2",61.1,57
"631",1.14,6.73,6.66,4.17,"Premium","J","SI2",62.3,56
"632",0.56,5.26,5.3,3.3,"Very Good","D","IF",62.5,59
"633",1.11,6.69,6.65,4.08,"Premium","I","SI2",61.2,61
"634",0.71,5.73,5.8,3.53,"Ideal","E","VVS2",61.2,57
"635",1,6.54,6.59,3.76,"Fair","E","SI2",57.3,62
"636",0.91,6.2,6.23,3.89,"Ideal","H","VS2",62.6,57
"637",0.32,4.38,4.32,2.75,"Very Good","I","VS2",63.2,56
"638",0.32,4.37,4.34,2.75,"Very Good","H","SI1",63.1,55
"639",0.25,4.02,4.05,2.52,"Premium","E","VVS2",62.5,59
"640",1.04,6.61,6.54,3.96,"Premium","J","SI1",60.2,56
"641",1.03,6.52,6.47,3.96,"Premium","I","SI1",61,58
"642",0.92,6.2,6.12,3.8,"Premium","H","VS1",61.7,62
"643",0.8,5.98,6.04,3.66,"Ideal","F","VS2",60.9,57
"644",1.02,6.42,6.37,3.99,"Premium","D","SI2",62.3,58
"645",1.09,6.55,6.59,4.09,"Premium","J","SI1",62.3,59
"646",0.91,6.16,6.2,3.82,"Ideal","G","SI1",61.8,57
"647",0.9,6.14,6.08,3.84,"Premium","G","VS2",62.8,60
"648",0.9,6.1,6.16,3.88,"Very Good","F","SI1",63.3,57
"649",1.06,6.46,6.37,4.07,"Very Good","G","SI2",63.4,61
"650",0.96,6.43,6.47,3.87,"Very Good","D","SI2",60,60
"651",0.97,6.31,6.35,3.92,"Premium","F","SI2",61.9,58
"652",1.12,6.72,6.61,4.15,"Premium","J","SI1",62.3,57
"653",0.91,6.1,6.03,3.8,"Very Good","H","VS1",62.7,63
"654",0.9,6.06,6.1,3.82,"Very Good","D","SI1",62.8,59
"655",1.01,6.45,6.37,3.96,"Premium","I","SI1",61.8,58
"656",1.01,6.49,6.43,4.01,"Premium","F","SI2",62,59
"657",1,6.33,6.28,3.93,"Ideal","E","SI2",62.3,57
"658",1,6.39,6.33,3.86,"Ideal","E","SI2",60.7,55
"659",0.9,6.09,6.19,3.86,"Very Good","D","SI2",62.9,56
"660",1.02,6.67,6.58,3.85,"Premium","G","SI2",58.1,58
"661",1,6.3,6.39,3.99,"Very Good","F","SI2",62.9,59
"662",0.74,5.78,5.83,3.61,"Ideal","E","VVS2",62.2,57
"663",1.1,6.56,6.63,4.14,"Very Good","I","SI2",62.8,57
"664",1,6.61,6.49,3.72,"Good","H","SI1",56.8,65
"665",0.92,6.29,6.32,3.82,"Good","G","SI1",60.6,60
"666",0.9,6.15,6.1,3.86,"Ideal","E","SI1",63,56
"667",1,6.3,6.36,3.97,"Premium","G","SI2",62.7,59
"668",0.95,6.33,6.36,3.84,"Very Good","J","VVS2",60.5,59
"669",1.11,6.61,6.64,4.15,"Ideal","J","SI2",62.6,54
"670",0.31,4.35,4.37,2.63,"Premium","G","SI2",60.3,59
"671",0.35,4.5,4.53,2.86,"Good","J","SI1",63.3,56
"672",0.31,4.29,4.34,2.67,"Good","J","VS1",61.9,61
"673",0.23,4.02,4.07,2.43,"Very Good","D","VS2",60.2,57
"674",0.25,4.11,4.08,2.46,"Premium","H","VVS1",60.1,62
"675",0.31,4.53,4.47,2.56,"Fair","E","SI1",56.9,66
"676",1,6.15,6.21,4.06,"Good","F","SI2",65.7,62
"677",1.2,6.84,6.8,4.24,"Ideal","J","VS2",62.2,54
"678",0.91,6.19,6.25,3.87,"Very Good","F","SI1",62.2,57
"679",0.93,6.21,6.24,3.89,"Very Good","E","SI2",62.5,58
"680",0.7,5.6,5.67,3.49,"Very Good","E","VVS1",61.9,58
"681",0.98,6.33,6.29,3.97,"Ideal","G","SI2",62.9,57
"682",1.01,6.34,6.3,3.98,"Ideal","E","SI2",63,56
"683",1.07,6.47,6.53,4.04,"Premium","H","SI2",62.2,59
"684",0.9,6.13,6.09,3.9,"Good","D","SI1",63.8,58
"685",0.91,6.24,6.29,3.83,"Premium","D","SI2",61.1,60
"686",1,6.44,6.5,3.87,"Ideal","I","SI1",59.8,57
"687",1.07,6.62,6.55,4.03,"Premium","I","SI1",61.2,58
"688",0.91,6.33,6.26,3.77,"Premium","H","VS2",59.9,62
"689",1.08,6.56,6.61,4.1,"Ideal","I","SI2",62.3,57
"690",1.01,6.34,6.32,4.01,"Very Good","J","SI1",63.3,55
"691",0.9,6.08,6.13,3.87,"Very Good","G","VS2",63.4,59
"692",0.9,6.14,6.18,3.86,"Very Good","H","VS1",62.7,57
"693",0.91,6.23,6.19,3.76,"Premium","E","SI1",60.5,61
"694",1.01,6.2,6.25,4.04,"Good","F","SI2",64.9,60
"695",1.5,7.28,7.21,4.62,"Good","G","I1",63.7,57
"696",1,6.39,6.35,4,"Premium","J","VS1",62.8,57
"697",1.21,6.6,6.51,4.28,"Fair","J","SI1",65.3,60
"698",1,6.63,6.61,3.73,"Fair","H","SI1",56.3,63
"699",1.01,6.45,6.5,3.97,"Very Good","J","SI1",61.3,57
"700",0.9,6.18,6.25,3.84,"Very Good","H","VS2",61.8,56
"701",1,6.44,6.37,4.02,"Premium","F","SI2",62.8,57
"702",0.9,6.17,6.23,3.85,"Ideal","I","VS2",62,53
"703",1.12,6.69,6.67,4.09,"Premium","G","SI2",61.2,58
"704",0.94,6.33,6.27,3.86,"Premium","G","SI1",61.3,61
"705",1.02,6.41,6.44,3.99,"Ideal","F","SI2",62.1,56
"706",0.33,4.42,4.45,2.77,"Ideal","E","SI1",62.5,55
"707",0.33,4.46,4.5,2.73,"Very Good","G","VS2",60.9,56
"708",0.33,4.42,4.46,2.7,"Very Good","G","VS2",60.8,62
"709",1.05,6.55,6.62,4.01,"Ideal","I","SI2",60.9,57
"710",0.91,6.25,6.18,3.82,"Premium","D","SI1",61.5,59
"711",1.17,6.86,6.82,4.1,"Premium","F","SI2",59.9,59
"712",1.19,6.93,6.89,4.05,"Premium","D","SI2",58.6,61
"713",1,6.42,6.36,3.99,"Ideal","H","VS2",62.4,57
"714",0.92,6.2,6.17,3.9,"Very Good","H","VS2",63.1,57
"715",1.03,6.6,6.67,3.82,"Good","D","SI2",57.6,58
"716",0.79,5.93,5.96,3.68,"Ideal","F","VVS2",61.9,57
"717",0.73,5.77,5.8,3.57,"Ideal","G","VVS1",61.7,57
"718",0.92,6.3,6.24,3.73,"Premium","E","SI1",59.4,62
"719",1.01,6.37,6.35,4.02,"Very Good","G","SI1",63.3,57
"720",0.9,6.1,6.17,3.89,"Very Good","D","SI1",63.4,53
"721",1,6.48,6.45,3.88,"Premium","G","SI1",60,62
"722",1.01,6.37,6.31,4.06,"Good","H","SI1",64,58
"723",1.21,6.75,6.81,4.32,"Good","J","SI2",63.7,55
"724",0.95,6.17,6.23,3.88,"Very Good","G","SI2",62.6,58
"725",1,6.45,6.48,3.88,"Very Good","G","SI2",60,62
"726",1.01,6.48,6.44,3.94,"Premium","F","SI2",61,60
"727",1.05,6.49,6.46,4,"Premium","G","SI2",61.8,60
"728",1.04,6.53,6.6,4.07,"Ideal","G","SI2",62,57
"729",1,6.4,6.28,3.96,"Premium","F","SI2",62.5,59
"730",0.91,6.26,6.33,3.77,"Very Good","H","VS2",59.9,62
"731",1,6.35,6.32,4.04,"Good","I","VS1",63.8,56
"732",1.01,6.33,6.19,4.09,"Fair","D","SI2",65.3,55
"733",0.59,5.4,5.43,3.3,"Ideal","D","IF",60.9,57
"734",0.91,6.15,6.07,3.86,"Very Good","G","VS1",63.2,58
"735",0.91,6.11,6.23,3.85,"Very Good","E","SI1",62.4,57
"736",1,6.56,6.45,3.89,"Good","E","SI1",59.8,65
"737",1,6.31,6.41,4.01,"Good","G","SI1",63.1,56
"738",1.01,6.37,6.39,4.04,"Good","F","SI2",63.3,57
"739",0.33,4.45,4.5,2.73,"Premium","H","VS1",61,59
"740",0.33,4.38,4.43,2.73,"Very Good","E","SI1",62,60
"741",0.33,4.5,4.54,2.72,"Ideal","H","VS1",60.2,57
"742",1.05,6.53,6.46,4.03,"Ideal","H","SI1",62,56
"743",1,6.35,6.3,3.98,"Premium","G","SI2",62.9,60
"744",1.02,6.3,6.38,3.97,"Very Good","H","SI2",62.6,60
"745",0.94,6.27,6.23,3.89,"Premium","F","SI2",62.2,59
"746",1.14,6.68,6.64,4.18,"Premium","G","SI2",62.8,58
"747",1.05,6.48,6.44,4.07,"Premium","H","SI2",63,59
"748",1,6.29,6.23,3.88,"Premium","F","SI1",62.1,60
"749",1.02,6.52,6.48,3.91,"Premium","F","SI2",60.2,61
"750",1.02,6.53,6.5,3.9,"Premium","F","SI2",59.9,62
"751",0.91,6.2,6.23,3.86,"Ideal","G","SI1",62.1,57
"752",0.9,6.24,6.26,3.8,"Ideal","D","SI2",60.8,56
"753",1.01,6.43,6.4,3.97,"Premium","H","SI2",61.9,60
"754",1.01,6.38,6.28,4.03,"Good","F","SI2",63.7,59
"755",1.01,6.36,6.41,4.01,"Ideal","I","SI2",62.8,57
"756",1.01,6.43,6.48,3.94,"Very Good","G","SI2",61,58
"757",1.1,6.65,6.63,4.11,"Ideal","H","SI2",61.9,56
"758",0.91,6.33,6.38,3.77,"Very Good","D","SI1",59.3,58
"759",1,6.38,6.41,3.93,"Premium","F","SI2",61.5,58
"760",0.91,6.09,6.04,3.94,"Fair","E","SI1",65,62
"761",0.9,6.1,6.14,3.89,"Very Good","H","VS2",63.6,58
"762",0.9,6.22,6.12,3.75,"Premium","G","VS2",60.8,61
"763",1.01,6.37,6.43,4.04,"Good","D","SI2",63.1,54
"764",0.96,6.35,6.38,3.84,"Very Good","G","SI1",60.3,57
"765",0.9,6.07,6.11,3.91,"Very Good","F","VS2",64.2,59
"766",0.9,6.15,6.21,3.79,"Very Good","G","VS2",61.3,59
"767",1.01,6.48,6.44,3.88,"Premium","G","SI2",60.1,60
"768",1.11,6.6,6.64,4.13,"Ideal","I","SI1",62.4,55
"769",1,6.45,6.36,3.96,"Ideal","F","SI2",61.8,57
"770",1.1,6.53,6.59,4.13,"Very Good","H","SI1",63,58
"771",1.01,6.32,6.18,4.12,"Fair","D","SI1",65.9,60
"772",0.33,4.41,4.43,2.74,"Ideal","E","SI1",62,54
