"","X","carat","cut","color","clarity","fdepth","table","price","length","width","depth"
"392",392,0.7,4,7,8,62.2,58,3591,5.63,5.69,3.52
"393",393,0.9,2,3,5,62.3,58,3595,6.16,6.19,3.85
"394",394,0.8,1,5,5,62.6,55,3597,5.91,5.94,3.71
"395",395,1.05,4,7,1,60.7,61,3599,6.56,6.52,3.97
"396",396,0.78,1,1,6,61.7,55,3601,5.92,6,3.68
"397",397,0.8,2,6,2,63.8,55,3603,5.84,5.89,3.74
"398",398,0.79,1,1,6,61.8,56,3605,5.91,5.94,3.66
"399",399,1.06,1,6,7,62.1,55,3609,6.57,6.54,4.07
"400",400,0.31,1,5,5,62.6,57,571,4.3,4.33,2.7
"401",401,0.31,1,5,5,61.1,56,571,4.36,4.38,2.67
"402",402,0.72,2,3,3,59.9,57,3610,5.83,5.86,3.5
"403",403,0.92,2,5,1,62.5,59,3613,6.2,6.24,3.89
"404",404,0.73,1,5,5,61.3,57,3615,5.81,5.83,3.57
"405",405,0.92,4,3,5,62,60,3618,6.21,6.27,3.87
"406",406,1.01,2,2,6,63.3,54,3620,6.42,6.34,4.04
"407",407,0.7,2,5,4,61.1,57,3622,5.7,5.75,3.5
"408",408,0.9,2,6,5,63.1,58,3624,6.09,6.15,3.86
"409",409,1.01,3,7,1,63.6,58,3626,6.31,6.37,4.03
"410",410,0.9,4,3,5,61.9,58,3629,6.2,6.15,3.82
"411",411,1.02,3,6,1,59.6,64,3633,6.58,6.55,3.91
"412",412,1.03,4,2,1,62.8,58,3634,6.48,6.41,4.05
"413",413,0.91,4,1,1,62.8,61,3639,6.09,6.07,3.82
"414",414,1,2,4,5,63.3,54,3640,6.39,6.34,4.03
"415",415,0.81,2,1,5,61.9,60,3643,5.87,5.95,3.66
"416",416,1.16,3,7,1,63.7,57,3644,6.59,6.56,4.19
"417",417,0.9,2,7,5,63.6,57,3649,6.09,6.12,3.88
"418",418,0.8,1,6,6,62,55,3653,5.93,6,3.7
"419",419,1.02,3,3,1,64,57,3656,6.41,6.37,4.09
"420",420,0.9,2,1,1,62.4,57,3662,6.13,6.17,3.84
"421",421,0.91,1,7,1,62.3,56,3664,6.18,6.22,3.86
"422",422,0.7,2,5,6,60.6,60,3668,5.71,5.75,3.47
"423",423,1.04,4,2,1,62,59,3669,6.49,6.47,4.02
"424",424,1.12,4,4,1,61.2,58,3669,6.72,6.68,4.1
"425",425,0.71,2,5,4,62.7,59,3670,5.64,5.69,3.55
"426",426,1,3,6,1,60.6,62,3672,6.36,6.45,3.88
"427",427,1,1,6,1,61.1,54,3674,6.51,6.47,3.97
"428",428,1.01,2,4,5,63.2,55,3676,6.4,6.32,4.02
"429",429,0.9,1,6,1,62.3,57,3679,6.19,6.17,3.85
"430",430,0.24,1,6,2,61.8,54,572,3.99,4.03,2.48
"431",431,0.34,1,7,6,61.6,56,573,4.48,4.51,2.77
"432",432,0.76,1,6,2,62.2,56,3680,5.83,5.87,3.64
"433",433,1.02,4,6,1,62.5,58,3686,6.4,6.47,4.02
"434",434,0.9,3,5,5,64.1,56,3689,6.07,6.04,3.88
"435",435,0.77,2,6,6,62.6,55,3692,5.85,5.88,3.67
"436",436,1,3,1,1,57.7,65,3696,6.55,6.59,3.79
"437",437,0.75,1,5,2,62.4,54,3696,5.86,5.84,3.65
"438",438,1,5,7,5,66.1,62,3700,6.1,6.03,4.01
"439",439,0.91,2,1,1,62.8,61,3703,6.07,6.09,3.82
"440",440,0.73,2,6,4,62.1,57,3705,5.74,5.76,3.57
"441",441,1.01,2,6,1,59.5,57,3709,6.61,6.66,3.95
"442",442,0.71,1,6,2,61.5,57,3710,5.71,5.77,3.53
"443",443,0.75,1,5,5,61.1,56,3712,5.85,5.9,3.59
"444",444,1.02,4,3,1,60.8,58,3713,6.48,6.45,3.93
"445",445,1.01,4,6,1,60,60,3717,6.46,6.4,3.86
"446",446,0.8,2,6,2,62.6,57,3720,5.9,5.98,3.72
"447",447,1.12,4,6,1,62.4,59,3723,6.6,6.54,4.1
"448",448,0.7,2,7,8,63,59,3725,5.58,5.62,3.53
"449",449,0.97,1,3,1,60.7,55,3729,6.47,6.41,3.91
"450",450,1.01,1,2,1,61.6,55,3732,6.45,6.5,3.99
"451",451,0.9,3,6,5,61,62,3733,6.17,6.26,3.79
"452",452,0.9,3,3,2,64,59,3734,6.01,6.05,3.86
"453",453,0.73,1,5,6,62.6,55,3735,5.71,5.76,3.59
"454",454,0.71,1,7,8,60.9,57,3739,5.74,5.79,3.51
"455",455,0.9,3,5,1,63.6,57,3740,6.07,6.03,3.85
"456",456,0.9,5,1,5,64.9,56,3743,6.12,6.18,3.99
"457",457,0.9,2,2,3,60.4,60,3746,6.23,6.28,3.78
"458",458,0.71,1,1,2,61.5,55,3748,5.78,5.75,3.55
"459",459,0.9,3,6,2,63.8,56,3750,5.99,5.92,3.8
"460",460,0.31,4,3,5,61.1,55,573,4.39,4.35,2.67
"461",461,0.34,2,6,1,63.3,54,574,4.48,4.46,2.83
"462",462,0.95,3,6,1,59.7,57,3750,6.41,6.45,3.84
"463",463,0.9,2,7,5,63.3,56,3752,6.08,6.11,3.86
"464",464,1.14,1,6,7,61.7,57,3755,6.67,6.7,4.13
"465",465,0.61,1,5,4,61.7,56,3758,5.47,5.42,3.36
"466",466,0.79,1,7,4,62.1,56,3760,5.89,5.93,3.67
"467",467,0.78,1,5,6,61.9,56,3763,5.88,5.94,3.66
"468",468,1.12,1,3,1,61.4,56,3763,6.69,6.66,4.1
"469",469,0.85,1,7,5,62.1,56,3766,6.05,6.1,3.77
"470",470,0.9,3,6,1,58,57,3770,6.34,6.41,3.7
"471",471,0.91,1,1,1,62.6,57,3772,6.13,6.18,3.85
"472",472,0.83,1,5,1,62,55,3774,6.02,6.05,3.74
"473",473,0.91,2,7,6,62.7,63,3776,6.05,6,3.78
"474",474,1.04,4,5,1,58.3,58,3780,6.67,6.63,3.88
"475",475,0.9,4,6,1,62.7,58,3780,6.16,6.09,3.84
"476",476,0.69,1,6,3,61.6,56,3784,5.69,5.71,3.51
"477",477,0.85,1,1,1,60.1,56,3787,6.17,6.18,3.71
"478",478,0.9,2,5,1,64,58,3789,6.06,6.11,3.9
"479",479,1.01,2,2,1,62.7,55,3793,6.42,6.44,4.03
"480",480,1.02,2,2,6,59.3,58,3796,6.56,6.62,3.91
"481",481,0.82,1,6,6,61.5,57,3798,6.01,6.05,3.71
"482",482,0.9,4,1,5,62.3,61,3800,6.17,6.12,3.83
"483",483,1.01,4,1,1,61.8,61,3801,6.35,6.29,3.9
"484",484,0.74,1,3,3,61.1,56,3804,5.84,5.91,3.59
"485",485,1.03,1,6,1,62.4,57,3807,6.43,6.38,4
"486",486,1.08,2,2,1,63.2,59,3810,6.57,6.4,4.1
"487",487,0.93,4,5,5,60.8,60,3812,6.3,6.24,3.81
"488",488,0.84,2,5,5,62.9,58,3816,5.93,6.02,3.76
"489",489,0.79,1,5,6,61.3,57,3818,5.95,6,3.66
"490",490,0.34,4,4,5,60.2,59,574,4.55,4.52,2.73
"491",491,0.3,4,7,5,61,57,574,4.34,4.31,2.64
"492",492,1.01,4,4,1,62.6,58,3818,6.43,6.38,4.01
"493",493,1.52,4,7,7,61.7,58,3820,7.43,7.34,4.56
"494",494,1.01,3,4,1,62.6,59,3823,6.34,6.43,4
"495",495,0.53,2,5,8,59.8,60,3827,5.22,5.28,3.14
"496",496,0.9,2,2,5,63.4,59,3830,6.14,6.1,3.88
"497",497,1.01,2,4,5,62,58,3832,6.43,6.47,4
"498",498,0.77,1,5,6,61.1,57,3837,5.93,5.96,3.63
"499",499,1.02,4,5,7,61.4,60,3838,6.47,6.42,3.96
"500",500,0.83,1,6,6,61.6,58,3841,6.04,6.07,3.73
"501",501,0.93,1,3,5,62,55,3844,6.32,6.29,3.91
"502",502,0.91,4,5,1,62.7,59,3848,6.17,6.21,3.88
"503",503,0.9,4,7,6,62.9,62,3850,6.06,6.02,3.8
"504",504,0.92,4,6,1,61.8,58,3854,6.19,6.23,3.84
"505",505,1.02,4,4,1,61.2,59,3856,6.51,6.46,3.97
"506",506,1,2,6,1,63.5,55,3858,6.37,6.32,4.03
"507",507,0.9,3,7,6,63.9,61,3859,5.97,6.01,3.83
"508",508,0.9,2,1,5,62.9,55,3863,6.18,6.22,3.9
"509",509,0.92,4,6,1,59.3,61,3864,6.36,6.29,3.75
"510",510,0.85,2,1,6,60.2,60,3871,6.09,6.14,3.68
"511",511,0.9,2,1,1,59.4,58,3872,6.31,6.35,3.76
"512",512,0.96,4,4,6,60.6,60,3876,6.4,6.47,3.9
"513",513,1,3,3,1,63.9,55,3878,6.25,6.33,4.02
"514",514,0.9,2,5,5,62.1,60,3880,6.14,6.2,3.83
"515",515,0.9,4,6,5,62.5,62,3881,6.11,6.08,3.81
"516",516,1,4,6,5,59.4,62,3881,6.55,6.52,3.88
"517",517,0.95,1,4,6,62.2,57,3884,6.29,6.22,3.89
"518",518,0.7,2,6,8,61.5,58,3887,5.65,5.7,3.49
"519",519,1,5,1,1,56.9,63,3889,6.54,6.49,3.71
"520",520,0.25,2,6,4,61.8,58,575,4.05,4.07,2.51
"521",521,0.25,2,1,4,60.9,59,575,4.03,4.11,2.48
"522",522,1.09,2,5,1,61.9,61,3890,6.54,6.58,4.06
"523",523,1.03,1,2,5,62.3,56,3893,6.51,6.45,4.04
"524",524,0.92,4,4,6,60.9,58,3895,6.28,6.27,3.82
"525",525,1.01,3,6,1,64.3,57,3897,6.32,6.25,4.04
"526",526,1.18,5,5,1,57,66,3899,6.96,6.91,3.98
"527",527,1.03,2,6,1,60.2,55,3903,6.53,6.59,3.95
"528",528,0.91,1,4,2,62.1,57,3906,6.2,6.23,3.86
"529",529,0.91,2,5,1,60.8,58,3910,6.26,6.31,3.82
"530",530,1.39,2,4,7,62.6,57,3914,7.1,7.15,4.46
"531",531,0.77,2,6,4,60.6,60,3917,5.89,5.92,3.58
"532",532,0.9,4,3,6,62.3,58,3919,6.18,6.09,3.82
"533",533,1,3,2,2,58.1,64,3920,6.63,6.51,3.82
"534",534,0.74,1,7,4,61.7,55,3922,5.8,5.83,3.59
"535",535,1.04,2,2,1,63.2,58.6,3924,6.35,6.39,4.03
"536",536,0.76,1,7,4,62,56,3927,5.86,5.88,3.64
"537",537,0.9,4,7,5,61,59,3931,6.29,6.17,3.8
"538",538,0.81,1,6,2,61.5,55,3933,6.01,5.96,3.68
"539",539,0.93,4,3,6,60.3,61,3937,6.39,6.25,3.81
"540",540,1.12,4,1,7,61,59,3942,6.7,6.74,4.1
"541",541,0.9,3,1,5,62.6,62,3945,6.15,6.18,3.86
"542",542,1.01,3,7,1,61.1,62,3948,6.38,6.48,3.93
"543",543,0.9,3,6,5,63.6,59,3950,6.07,6.12,3.88
"544",544,0.76,3,5,2,63.7,56,3950,5.81,5.77,3.69
"545",545,1.01,2,2,5,58.9,59,3952,6.56,6.62,3.88
"546",546,1.03,4,2,2,61.8,58,3957,6.51,6.41,3.99
"547",547,1.01,3,4,5,63.6,55,3959,6.39,6.31,4.04
"548",548,0.9,2,3,2,62.6,55,3964,6.14,6.19,3.86
"549",549,1,3,7,5,62.2,65,3965,6.28,6.22,3.89
"550",550,0.37,3,6,5,63.7,55,575,4.55,4.59,2.91
"551",551,0.32,1,4,6,62.5,55,576,4.39,4.38,2.74
"552",552,1.2,4,3,1,62.1,57,3965,6.84,6.69,4.21
"553",553,0.9,1,3,5,61.1,58,3967,6.24,6.19,3.79
"554",554,0.8,1,1,6,61.4,56,3972,5.97,6.02,3.68
"555",555,0.81,1,1,6,61.5,57,3975,6,6.06,3.71
"556",556,0.9,2,6,1,62,59,3977,6.2,6.1,3.81
"557",557,1.08,3,2,6,64.3,58,3980,6.46,6.44,4.15
"558",558,0.93,4,1,1,62.9,57,3984,6.25,6.19,3.91
"559",559,1.13,4,4,1,62.2,59,3987,6.67,6.61,4.13
"560",560,1.05,3,6,1,63.6,59,3989,6.4,6.36,4.06
"561",561,1,2,3,1,64.1,54,3991,6.3,6.33,4.05
"562",562,0.9,4,6,5,62.8,59,3992,6.16,6.13,3.86
"563",563,0.97,4,6,1,59.9,59,3993,6.45,6.38,3.84
"564",564,0.9,2,5,5,62.4,63,3997,6.18,6.15,3.85
"565",565,1.19,4,3,1,61.5,58,3998,6.88,6.78,4.2
"566",566,0.8,2,7,4,62.5,56,4002,5.95,5.98,3.73
"567",567,1.02,2,3,1,58.3,61,4004,6.57,6.63,3.85
"568",568,0.75,1,5,2,62,58,4007,5.77,5.84,3.6
"569",569,0.9,3,7,5,62.5,62,4008,6.04,6.09,3.79
"570",570,0.92,1,1,1,62.1,53,4011,6.22,6.25,3.87
"571",571,1.04,4,6,1,62.8,60,4013,6.41,6.38,4.01
"572",572,1.01,2,6,1,60.8,63,4017,6.38,6.32,3.86
"573",573,0.9,2,3,2,63,62,4021,6.09,6,3.81
"574",574,1.14,4,5,7,61.8,59,4022,6.74,6.62,4.13
"575",575,0.96,4,3,5,63,58,4026,6.27,6.23,3.94
"576",576,0.71,1,5,6,61.2,57,4029,5.72,5.76,3.51
"577",577,1,1,2,2,62.3,56,4032,6.43,6.38,3.99
"578",578,1,3,4,4,57.4,59,4032,6.61,6.53,3.77
"579",579,1,5,6,1,59,67,4036,6.48,6.41,3.8
"580",580,0.32,4,3,5,61.9,58,576,4.38,4.34,2.7
"581",581,0.25,4,1,4,62.5,59,576,4.02,4.05,2.52
"582",582,0.77,4,5,2,59.4,59,4037,5.96,6,3.55
"583",583,1.01,1,7,1,61.2,57,4038,6.45,6.4,3.92
"584",584,0.91,2,5,5,63.1,61,4041,6.16,6.1,3.87
"585",585,0.9,4,3,6,60.6,60,4044,6.24,6.3,3.8
"586",586,0.91,4,7,5,62.6,58,4045,6.14,6.17,3.85
"587",587,1.01,5,7,1,58.3,62,4047,6.46,6.5,3.78
"588",588,0.91,4,5,1,61.1,60,4051,6.29,6.24,3.83
"589",589,0.9,2,1,5,62.2,60,4054,6.14,6.17,3.83
"590",590,1.02,4,6,1,61.1,62,4057,6.54,6.49,3.98
"591",591,0.96,2,5,1,60,60,4060,6.43,6.47,3.87
"592",592,0.97,2,6,1,59.9,59,4063,6.38,6.45,3.84
"593",593,1.44,4,2,1,58.2,58,4064,7.39,7.35,4.29
"594",594,0.91,1,5,1,62.6,54,4067,6.22,6.25,3.9
"595",595,0.8,1,6,2,62.8,56,4070,5.91,5.96,3.73
"596",596,0.9,3,3,2,60.6,61,4072,6.13,6.19,3.73
"597",597,0.9,2,6,5,61.6,58,4074,6.12,6.26,3.81
"598",598,1.12,4,3,1,61,59,4077,6.72,6.66,4.08
"599",599,1,5,1,1,64.6,60,4077,6.23,6.18,4.01
"600",600,1.06,4,1,5,59.2,60,4078,6.64,6.6,3.92
"601",601,1,2,6,1,62.9,59,4081,6.3,6.39,3.99
"602",602,0.72,1,5,6,61.8,56,4082,5.74,5.78,3.56
"603",603,1.04,2,7,1,60.3,62,4084,6.5,6.56,3.94
"604",604,1,4,3,1,58.6,59,4088,6.57,6.5,3.83
"605",605,1.17,4,6,1,59.9,59,4092,6.82,6.86,4.1
"606",606,1.02,3,3,5,57.1,61,4093,6.57,6.66,3.78
"607",607,0.92,4,5,1,62.4,58,4096,6.19,6.18,3.86
"608",608,1.22,5,4,5,66.2,60,4099,6.61,6.56,4.36
"609",609,1.11,2,1,1,61.7,63,4102,6.54,6.65,4.07
"610",610,0.32,1,2,6,61.5,53,409,4.44,4.47,2.74
"611",611,0.31,3,2,2,61.9,61,412,4.29,4.34,2.67
"612",612,0.3,1,3,4,61,55,577,4.33,4.34,2.65
"613",613,0.33,4,6,6,60,60,577,4.45,4.49,2.68
"614",614,0.33,2,7,6,60.6,61,579,4.46,4.49,2.71
"615",615,0.9,1,6,5,62.3,56,4103,6.17,6.13,3.83
"616",616,1.3,2,2,6,63.3,57,4106,6.98,6.96,4.41
"617",617,1.05,2,3,1,63.8,58,4112,6.38,6.45,4.09
"618",618,1.2,4,2,5,62.8,58,4113,6.77,6.7,4.23
"619",619,1.01,3,3,5,63.4,58,4116,6.37,6.41,4.05
"620",620,1.02,1,4,1,61.8,57,4118,6.44,6.46,3.99
"621",621,1.07,4,3,1,62.2,59,4119,6.47,6.53,4.04
"622",622,1.09,4,4,1,61.3,55,4120,6.66,6.62,4.07
"623",623,1.04,4,5,1,60.9,57,4123,6.54,6.49,3.97
"624",624,0.8,1,1,5,61.9,55,4125,5.94,5.98,3.69
"625",625,1.01,5,6,1,58.2,61,4127,6.48,6.52,3.78
"626",626,1.01,3,2,2,60.4,64,4129,6.48,6.44,3.9
"627",627,0.91,1,1,5,61,58,4132,6.23,6.29,3.82
"628",628,1.11,4,6,1,62.5,59,4134,6.59,6.53,4.1
"629",629,0.9,2,3,2,61.8,56,4136,6.16,6.18,3.81
"630",630,1,3,3,5,56.8,65,4138,6.61,6.49,3.72
"631",631,1.01,3,6,1,64.9,60,4140,6.2,6.25,4.04
"632",632,1.04,4,4,1,61.3,59,4141,6.5,6.46,3.97
"633",633,0.9,2,1,5,62,62,4144,6.11,6.21,3.82
"634",634,1,2,4,5,63.1,58,4149,6.3,6.35,3.99
"635",635,0.76,4,6,8,60.6,60,4150,5.89,5.85,3.56
"636",636,1.01,2,7,1,63.5,58,4154,6.39,6.34,4.04
"637",637,1,3,6,1,63.8,58,4155,6.33,6.28,4.02
"638",638,0.9,3,3,6,61.5,61,4156,6.15,6.24,3.81
"639",639,1.05,2,3,1,63,59,4158,6.44,6.48,4.07
"640",640,1.02,3,7,1,59.9,58,4159,6.48,6.55,3.9
"641",641,1.02,1,6,1,62.1,56,4162,6.41,6.44,3.99
"642",642,0.33,1,4,4,62.4,56,579,4.41,4.43,2.76
"643",643,0.33,2,7,6,62,58,579,4.42,4.45,2.75
"644",644,0.33,2,7,6,61.1,59,579,4.43,4.47,2.72
"645",645,0.9,3,1,5,63.1,61,4165,6.14,6.18,3.89
"646",646,1.01,2,3,1,58.8,58,4166,6.57,6.62,3.88
"647",647,1.01,3,1,1,63.3,58,4168,6.3,6.36,4.01
"648",648,0.73,1,6,3,61.1,56,4171,5.83,5.86,3.57
"649",649,0.9,3,1,5,60.7,63,4173,6.07,6.13,3.7
"650",650,1.11,4,1,1,61,60,4177,6.68,6.66,4.07
"651",651,0.79,1,6,4,61.9,57,4180,5.93,5.96,3.68
"652",652,0.94,1,5,1,62.1,56,4182,6.21,6.25,3.87
"653",653,0.92,3,1,5,63.7,57,4183,6.14,6.11,3.9
"654",654,0.96,2,1,1,62.6,60,4186,6.26,6.32,3.94
"655",655,0.87,1,6,5,61.7,56,4188,6.1,6.12,3.77
"656",656,1.21,2,2,6,62.4,58,4191,6.79,6.83,4.25
"657",657,1.01,4,3,5,61.2,59,4191,6.45,6.4,3.93
"658",658,0.8,4,7,8,62.6,58,4193,5.93,5.89,3.7
"659",659,1.13,2,4,1,59.9,57,4195,6.76,6.8,4.06
"660",660,1.18,4,2,1,61.3,60,4197,6.78,6.83,4.17
"661",661,1.05,4,7,1,61.8,60,4198,6.49,6.46,4
"662",662,1.04,2,7,1,60.9,58,4200,6.52,6.58,3.99
"663",663,1,4,1,1,62.8,59,4200,6.34,6.3,3.97
"664",664,0.9,2,1,5,62.1,59,4201,6.13,6.17,3.82
"665",665,1,3,6,1,62,59,4204,6.32,6.36,3.93
"666",666,1.02,4,3,1,59.8,59,4207,6.5,6.54,3.9
"667",667,0.9,4,1,5,60.3,56,4209,6.29,6.21,3.77
"668",668,0.91,2,1,5,60.5,61,4211,6.19,6.23,3.76
"669",669,0.79,2,5,2,62.4,60,4213,5.86,5.88,3.66
"670",670,1,3,7,5,63.9,58,4218,6.26,6.32,4.02
"671",671,1.01,3,6,1,63.3,57,4221,6.37,6.39,4.04
"672",672,0.33,1,7,6,61.2,55,579,4.46,4.52,2.75
"673",673,0.33,1,7,6,62.3,57,579,4.4,4.43,2.75
"674",674,0.33,2,7,6,62.6,58,579,4.36,4.4,2.74
"675",675,1.02,1,3,1,60.5,60,4225,6.56,6.53,3.96
"676",676,0.92,2,3,2,61.7,62,4228,6.2,6.12,3.8
"677",677,0.9,4,6,6,62.7,54,4229,6.13,6.11,3.84
"678",678,1.07,3,6,1,58.7,64,4232,6.64,6.68,3.91
"679",679,0.9,4,3,2,62.4,58,4234,6.19,6.15,3.85
"680",680,1,2,6,5,63.1,59,4234,6.29,6.22,3.95
"681",681,1.02,4,6,1,60.2,61,4238,6.52,6.48,3.91
"682",682,1.01,3,4,6,62.5,59,4239,6.3,6.37,3.96
"683",683,1.04,4,1,1,61,60,4240,6.57,6.52,3.99
"684",684,0.9,3,6,5,61.8,63,4241,6.21,6.18,3.83
"685",685,1.01,4,7,1,59.1,59,4242,6.55,6.51,3.86
"686",686,0.92,3,7,6,63.4,57,4243,6.17,6.23,3.93
"687",687,0.92,3,3,6,63.4,57,4247,6.11,6.17,3.89
"688",688,1.15,2,1,1,61.7,60,4250,6.7,6.78,4.16
"689",689,1.04,4,4,5,62.5,62,4252,6.45,6.39,4.01
"690",690,1.06,2,4,5,62.8,56,4255,6.47,6.52,4.08
"691",691,0.91,5,1,5,65,62,4256,6.09,6.04,3.94
"692",692,0.92,3,1,5,63.7,57,4258,6.11,6.14,3.9
"693",693,0.9,4,7,6,62.1,59,4259,6.2,6.14,3.83
"694",694,0.9,1,7,5,62.5,55,4260,6.17,6.21,3.87
"695",695,1,3,1,1,63.7,61,4265,6.27,6.2,3.97
"696",696,1.21,4,2,6,62.4,58,4268,6.83,6.79,4.25
"697",697,1.01,1,7,1,62.8,56,4269,6.4,6.44,4.03
"698",698,0.83,1,1,6,61.3,56,4271,6.06,6.08,3.72
"699",699,1.01,3,3,5,64.6,56,4274,6.17,6.21,4
"700",700,0.9,2,7,6,58.4,61,4276,6.33,6.38,3.71
"701",701,1.01,5,5,5,65.9,60,4276,6.32,6.18,4.12
"702",702,0.33,1,1,5,62.5,55,579,4.42,4.45,2.77
"703",703,0.26,4,1,6,62.1,56,580,4.13,4.11,2.56
"704",704,0.3,1,3,4,61.5,56,581,4.34,4.38,2.68
"705",705,1.24,4,1,1,60.8,57,4278,6.98,6.94,4.23
"706",706,1.05,5,4,2,58.9,66,4281,6.71,6.6,3.92
"707",707,0.91,3,7,2,63.4,54,4284,6.07,6.24,3.9
"708",708,1.02,4,4,5,62.7,55,4284,6.48,6.41,4.04
"709",709,0.9,2,1,5,62.9,56,4286,6.09,6.12,3.84
"710",710,1.12,1,3,5,62.7,56,4290,6.66,6.61,4.16
"711",711,0.91,4,3,6,60.6,58,4293,6.3,6.25,3.8
"712",712,1,2,5,1,63.3,60,4295,6.29,6.19,3.95
"713",713,1.01,2,1,1,63.4,59,4299,6.32,6.26,3.99
"714",714,1.09,4,2,2,59.3,57,4303,6.79,6.74,4.01
"715",715,0.9,2,5,5,63.5,57,4304,6.15,6.11,3.89
"716",716,1.16,5,7,1,60.1,60,4307,6.9,6.72,4.09
"717",717,0.9,4,3,2,62.4,58,4309,6.15,6.19,3.85
"718",718,1,2,1,1,60.7,59,4311,6.38,6.44,3.89
"719",719,1,4,3,4,61.9,61,4312,6.36,6.31,3.92
"720",720,1.07,4,4,5,60.7,61,4314,6.6,6.55,3.99
"721",721,0.91,2,7,6,59.5,58,4316,6.26,6.34,3.75
"722",722,1.08,4,7,1,60.7,60,4318,6.64,6.61,4.02
"723",723,1.02,2,6,1,63,58,4319,6.37,6.43,4.03
"724",724,1.01,4,3,5,60.6,61,4320,6.39,6.35,3.86
"725",725,1.09,2,5,1,59.2,63,4322,6.71,6.67,3.96
"726",726,1.27,3,6,7,59.2,64,4324,7.06,6.99,4.16
"727",727,1.01,3,7,5,63.2,55,4326,6.32,6.4,4.02
"728",728,1.01,4,7,1,62.7,58,4327,6.44,6.38,4.02
"729",729,0.9,2,3,2,62.5,58,4328,6.08,6.14,3.82
"730",730,1.05,1,3,1,61.2,57,4331,6.55,6.62,4.03
"731",731,1,4,6,1,62.9,56,4333,6.42,6.36,4.02
"732",732,0.39,1,2,6,61.4,57,581,4.66,4.72,2.88
"733",733,0.23,2,6,4,61.5,56,583,3.95,4,2.44
"734",734,0.37,1,6,5,61.3,55,583,4.61,4.65,2.84
"735",735,1.21,4,4,1,59.9,61,4337,6.89,6.85,4.11
"736",736,1.01,4,7,5,62.8,59,4338,6.33,6.29,3.96
"737",737,0.95,4,5,1,60.1,61,4341,6.37,6.35,3.82
"738",738,1.02,2,3,5,62.8,59,4348,6.33,6.38,3.99
"739",739,1.01,2,1,1,60.4,60,4352,6.48,6.57,3.94
"740",740,0.9,4,3,6,61.2,61,4355,6.18,6.08,3.75
"741",741,0.9,4,3,4,60.3,61,4355,6.25,6.22,3.76
"742",742,1.02,3,6,1,59.2,58,4356,6.51,6.56,3.87
"743",743,0.7,2,5,3,63.4,59,4362,5.63,5.64,3.57
"744",744,1.02,1,7,1,62.6,58,4363,6.42,6.4,4.01
"745",745,0.94,1,1,1,60.9,57,4366,6.34,6.36,3.87
"746",746,1.2,4,3,1,62.5,58,4368,6.74,6.69,4.2
"747",747,0.7,1,5,4,62,53.4,4369,5.69,5.72,3.54
"748",748,1.13,1,2,1,61.9,56,4371,6.67,6.71,4.14
"749",749,1,3,6,5,64,57,4372,6.29,6.33,4.04
"750",750,1.03,2,7,1,62.2,56,4374,6.46,6.49,4.03
"751",751,1.24,5,6,1,64.9,60,4375,6.7,6.63,4.32
"752",752,0.71,1,5,2,61.7,56,4380,5.71,5.74,3.53
"753",753,0.9,2,5,5,62.7,56,4381,6.12,6.16,3.85
"754",754,0.9,3,5,1,62.2,63,4382,6.14,6.23,3.85
"755",755,0.9,4,1,5,59.1,62,4385,6.33,6.3,3.73
"756",756,0.93,4,3,6,58.3,60,4387,6.45,6.37,3.74
"757",757,1.1,1,2,5,61.5,55,4390,6.65,6.68,4.1
"758",758,0.91,1,1,5,61,57,4392,6.2,6.26,3.8
"759",759,0.9,2,6,6,59.6,59,4397,6.27,6.31,3.75
"760",760,1.02,2,1,1,59.6,59,4398,6.54,6.59,3.91
"761",761,1.01,3,1,5,64.1,59,4399,6.31,6.35,4.06
"762",762,0.31,3,6,6,63.7,59,583,4.26,4.31,2.73
"763",763,0.35,4,6,5,60.2,58,583,4.54,4.6,2.75
"764",764,0.34,1,5,5,62,55,584,4.5,4.53,2.8
"765",765,1.03,1,4,5,63.3,57,4401,6.37,6.46,4.06
"766",766,1.02,2,1,1,60.7,62,4404,6.44,6.47,3.92
"767",767,1.06,1,4,6,61.4,57,4405,6.57,6.52,4.02
"768",768,0.7,3,5,3,61,61,4407,5.69,5.72,3.48
"769",769,1.01,4,1,1,59.1,60,4412,6.57,6.55,3.88
"770",770,1.02,3,1,1,64.2,59,4414,6.26,6.2,4
"771",771,1.01,3,6,1,63.2,59,4416,6.35,6.38,4.02
"772",772,1,3,7,5,62.2,62,4416,6.34,6.39,3.96
"773",773,0.9,1,1,6,62.1,57,4419,6.15,6.18,3.83
"774",774,0.91,2,6,2,63.1,59,4423,6.19,6.14,3.89
"775",775,1.01,1,2,6,62.3,55,4425,6.4,6.44,4
"776",776,0.9,4,5,5,61.5,60,4427,6.19,6.17,3.8
"777",777,1.05,2,7,5,59.1,57,4429,6.63,6.73,3.95
"778",778,1.01,2,3,5,61.9,57,4432,6.36,6.41,3.95
"779",779,0.91,4,1,5,62.5,61,4434,6.19,6.1,3.84
"780",780,1.2,4,2,6,58,59,4435,6.98,6.92,4.03
"781",781,1.13,2,7,1,60,61,4437,6.71,6.78,4.05
"782",782,1.07,4,3,5,62.9,61,4440,6.47,6.41,4.05
"783",783,1.11,2,4,1,62.5,58,4442,6.59,6.65,4.14
"784",784,1.01,1,2,6,62.2,54,4443,6.41,6.47,4.01
